grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per	olaph_llm	byt5	olaph_llm_per	byt5_per
Wiederholen	viːdɐhoːlən	vidɐholən	vidɜholən	vidɐholn	dict	[]	0.0	0.1111111111111111	0.125	vidɐholən	widɜhoʊlən	0.0	0.3
Wiederholung	viːdəʁhoːlʊŋ	vidɐholʊŋ	vidɜholʊŋ	vidəʁholʊŋ	dict	[]	0.2222222222222222	0.2222222222222222	0.0	vidɐholʊŋ	widɜholʌŋ	0.2222222222222222	0.4444444444444444
Wiederholungstäter	viːdɐhoːlʊŋstɛːtɐ	vidɐholʊŋstɛtɐ	vidɜholʊŋʃtɛtɜ	vidɛʁolʊŋstɛtɐ	dict	[]	0.0	0.21428571428571427	0.14285714285714285	vidɐholʊŋstɛtəʁ	widɜholʌŋstɛtɜ	0.13333333333333333	0.2857142857142857
Wiederhören	viːdɐhøːʁən	vidɐhøʁən	vidɜhørən	vidɛʁɔʏʁən	dict	[]	0.0	0.2222222222222222	0.4	vidɐhøʁən	widɜhørən	0.0	0.3333333333333333
Wiederkehr	viːdɐkeːɐ	vidɐkeɐ	vidɜkeɾ	vidɛʁkeʁ	dict	[]	0.0	0.2857142857142857	0.375	vidɐkeɐ̯	widɜkeɪə	0.125	0.5
Wiederkunft	viːdɐkʊnft	vidɐkʊnft	vidɜkʊnft	vidɛʁkʊnft	dict	[]	0.0	0.1111111111111111	0.2	vidɐkʊnft	widɜkʌnft	0.0	0.3333333333333333
Wiederkäuen	viːdərkɔʏən	vidɐkɔɪən	vidɜkɔøən	vidəʁkɔʏən	dict	[]	0.3333333333333333	0.3333333333333333	0.1	vidɐkɔɪ̯ən	widɜkɔøən	0.4	0.4444444444444444
Wiedersehen	viːdɐzeːən	vidɐzeən	vidɜzeən	vidɛʁzeən	dict	[]	0.0	0.125	0.2222222222222222	vidɐzeən	widɜsehən	0.0	0.4444444444444444
Wiedertaufe	viːdɐtaʊfə	vidɜtaʊfə	vidɜtaʊfə	vidɛʁtaofə	dict	[]	0.1111111111111111	0.1111111111111111	0.3	vidɐtaʊ̯fə	widɜtaʊf	0.1	0.375
Wiedervereinigung	viːdɐfɛɐʔaɪnɪɡʊŋ	vidɐfɛɐaɪnɪɡʊŋ	vidɜfɛɾaɪnɪɡʊŋ	vidɛʁvɐəɪnɪgʊŋ	dict	[]	0.0	0.14285714285714285	0.35714285714285715	vidɐfɛɐ̯aɪ̯nɪɡʊŋ	widɜveɾeɪnɪɡʌŋ	0.125	0.5
Wiederverwendung	viːdɐfɛɐvɛndʊŋ	vidɐfɛɐvɛndʊŋ	vidɜfɛɾvɛndʊŋ	vidɛʁvɛʁvɛndʊŋ	dict	[]	0.0	0.15384615384615385	0.2857142857142857	vidɐfɛɐ̯vɛndʊŋ	widɜvɜwɛndʊŋ	0.07142857142857142	0.5
Wiedervorlage	viːdɐfoːɐlaːɡə	vidɐfoɐlaɡə	vidɜfoɾlɑɡə	vidɛʁfoɐlagə	dict	[]	0.0	0.2727272727272727	0.25	vidɐfoɐ̯laɡə	widɜvɔrlɑʒ	0.08333333333333333	0.8
Wiege	viːɡə	viɡə	viɡə	vigə	dict	[]	0.0	0.0	0.25	viɡə	wiɡə	0.0	0.25
Wiegenlied	viːɡənliːt	viɡnlit	viɡənlit	vigɛnlit	dict	[]	0.14285714285714285	0.0	0.25	viɡn̩lit	wiɡənlid	0.25	0.25
Wiel	viːl	vil	vil	vil	compound	wie|l	0.0	0.0	0.0	vil	wil	0.0	0.3333333333333333
Wiele	viːlə	vilə	vilə	vilə	compound	wie|le	0.0	0.0	0.0	filə	wilə	0.25	0.25
Wielesche	viːlɛʃə	vilɛʃə	vilɛʃə	vilɛʃə	dict	[]	0.0	0.0	0.0	viləʃə	wilɛʃ	0.16666666666666666	0.4
Wien	viːn	vin	vin	vin	dict	[]	0.0	0.0	0.0	vin	win	0.0	0.3333333333333333
Wiese	viːzə	vizə	vizə	viəsə	dict	[]	0.0	0.0	0.4	vizə	wiz	0.0	0.6666666666666666
Wiesel	viːzl	vizl	vizəl	vizl	dict	[]	0.0	0.2	0.0	vizl̩	wizəl	0.2	0.4
Wiesen	viːzən	vizn	vizən	viəsən	dict	[]	0.25	0.0	0.3333333333333333	vizn̩	wizən	0.4	0.2
Wiesenwucherblume	viːzənvuːxɐbluːmə	viznvuxɐblumə	vizənvʊxɜblʊmə	viəsɛnvʊxɛʁblumə	compound	wiesen|wucher|blume	0.07692307692307693	0.21428571428571427	0.375	vizn̩vuxɐblumə	wizənwʌtʃɜblum	0.14285714285714285	0.5
Wiesenwucherblumen	viːzənvuːxɐbluːmən	viznvuxɐblumən	vizənvʊxɜblʊmən	viəsɛnvʊxɛʁblumən	compound	wiesen|wucher|blumen	0.07142857142857142	0.2	0.35294117647058826	vizn̩vuxɐblumən	wizənwʌtʃɜblumən	0.13333333333333333	0.375
Wiesn	viːzən	vizn	visn	viəsn	dict	[]	0.25	0.5	0.4	vizn̩	wizn	0.4	0.5
Wiewort	viːvɔʁt	vivɔʁt	vivɔɾt	vivɔʁt	dict	[]	0.0	0.16666666666666666	0.0	vivɔʁt	wiwɔɾt	0.0	0.5
Wieß	viːs	vis	vis	viss	compound	wie|ß	0.0	0.0	0.25	vis	wis	0.0	0.3333333333333333
Wigwam	vɪkvam	vɪkvam	vɪɡvɑm	vɪkvam	dict	[]	0.0	0.3333333333333333	0.0	vɪɡvam	wɪɡwɑm	0.16666666666666666	0.6666666666666666
Wigwams	vɪkvams	vɪkvams	vɪɡvɑms	vɪkvams	dict	[]	0.0	0.2857142857142857	0.0	vɪkvams	wɪɡwɑmz	0.0	0.7142857142857143
Wikinger	viːkɪŋɐ	vikɪŋɐ	vikɪŋɜ	vikɪŋɐ	dict	[]	0.0	0.16666666666666666	0.0	vikɪŋɐ	waɪkɪŋɡɜ	0.0	0.625
Wikiwörterbuch	vɪkivœʁtɐbuːx	vɪkivœʁtɐbux	vikivœɾtɜbʊx	vikivœʁtɛʁbʊx	dict	[]	0.0	0.3333333333333333	0.3076923076923077	vɪkivœʁtɐbux	wɪkivœɾtɜbʌtʃ	0.0	0.46153846153846156
Wikiwörterbuchs	vɪkivœʁtɐbuːxs	vɪkivœʁtɐbuxs	vikivœɾtɜbʊxs	vikivœʁtɛʁbʊks	dict	[]	0.0	0.3076923076923077	0.35714285714285715	vɪkivœʁtɐbuxs	wɪkɪwœɾtɜbʌxs	0.0	0.46153846153846156
Wikiwörterbüchern	vɪkivœʁtɐbyːcɐn	vɪkivœʁtɐbycɐn	vikivœɾtɜbycɜn	vikivœʁtɛʁbʏcɛʁn	dict	[]	0.0	0.2857142857142857	0.375	vɪkivœʁtɐbyçɐn	wɪkivœɾtɜbytʃɜn	0.07142857142857142	0.4
Wiktionary	vɪktʃənɛʁi	vɪkʃənɛʁi	vɪktsjonari	vɪktsɪonaʁy	dict	[]	0.1111111111111111	0.45454545454545453	0.45454545454545453	vɪkt͡si̯onaʁi	wɪktʃənɛɹi	0.46153846153846156	0.2
Wildbret	vɪltbʁeːt	vɪltbʁet	vɪldbɾət	vɪldbʁət	dict	[]	0.0	0.375	0.25	vɪltbʁet	wɪldbɹɛt	0.0	0.5
Wildfang	vɪltfaŋ	vɪltfaŋ	vɪltfaŋ	vɪltfaŋ	dict	[]	0.0	0.0	0.0	vɪltfaŋ	wɪldfaŋ	0.0	0.2857142857142857
Wildgans	vɪltɡans	vɪltɡans	vɪldɡɑns	vɪltgans	dict	[]	0.0	0.25	0.125	vɪltɡans	wɪldɡɑns	0.0	0.375
Wildheit	vɪlthaɪt	vɪlthaɪt	vɪlthaɪt	vɪltəit	dict	[]	0.0	0.0	0.42857142857142855	vɪlhaɪ̯t	wɪlthaɪt	0.25	0.125
Wildkatze	vɪltkatsə	vɪltkatsə	vɪltkatsə	vɪltkatsə	dict	[]	0.0	0.0	0.0	vɪltkat͡sə	wɪldkatsə	0.1	0.2222222222222222
Wildkatzen	vɪltkatsn	vɪltkatsn	vɪltkatsən	vɪltkatsən	dict	[]	0.0	0.1	0.1	vɪltkat͡sn̩	wɪldkatsən	0.18181818181818182	0.3
Wildkraut	vɪltkʁaʊt	vɪltkʁaʊt	vɪltkɾaʊt	vɪltkʁaot	dict	[]	0.0	0.1111111111111111	0.1111111111111111	vɪltkʁaʊ̯t	wɪldkɹaʊt	0.1	0.3333333333333333
Wildlachs	vɪltlaks	vɪltlaks	vɪldlaxs	vɪltlaxs	compound	wild|lachs	0.0	0.25	0.125	vɪltlaks	wɪldlaxs	0.0	0.375
Wildschwein	vɪltʃvaɪn	vɪltʃvaɪn	vɪltʃvaɪn	vɪltstsvəɪn	dict	[]	0.0	0.0	0.36363636363636365	vɪltʃvaɪ̯n	wɪltʃvaɪn	0.1	0.1111111111111111
Wildtier	vɪlttiːɐ	vɪlttiɐ	vɪltiɾ	vɪltiɐ	dict	[]	0.0	0.3333333333333333	0.16666666666666666	vɪlttiɐ̯	wɪltʃɪɹ	0.125	0.5714285714285714
Wildtiere	vɪlttiːʁə	vɪlttiʁə	vɪltirə	vɪltiʁe	dict	[]	0.0	0.2857142857142857	0.2857142857142857	vɪlttiʁə	wɪltiər	0.0	0.5714285714285714
Wildvögeln	vɪltføːɡln	vɪltføɡln	vɪldvøɡəln	vɪltvɔʏgɛln	compound	wild|vögeln	0.0	0.3	0.45454545454545453	vɪltføɡl̩n	wɪldvøɡəln	0.1	0.4
Wilhelm	vɪlhɛlm	vɪlhɛlm	vɪlhɛlm	vɪlɛlm	dict	[]	0.0	0.0	0.16666666666666666	vɪlhɛlm	wɪlhɛlm	0.0	0.14285714285714285
Wilhelmshaven	vɪlhɛlmshaːfən	vɪlhɛlmshafn	vɪlhəlmshɑvən	vɪlɛlmsavən	dict	[]	0.08333333333333333	0.23076923076923078	0.2727272727272727	vɪlhɛlmshafn̩	wɪlhəlmshavən	0.15384615384615385	0.23076923076923078
Wille	vɪlə	vɪlə	vɪlə	vɪlə	dict	[]	0.0	0.0	0.0	vɪlə	wɪlə	0.0	0.25
Willen	vɪlən	vɪlən	vɪlən	vɪllən	dict	[]	0.0	0.0	0.16666666666666666	vɪlən	wɪlən	0.0	0.2
Willenserklärung	vɪlənsʔɛɐklɛːʁʊŋ	vɪlənsɛɐklɛʁʊŋ	vɪlənzɜklɛrʊŋ	vɪllɛnzɛʁklɛʁʊŋ	dict	[]	0.0	0.3076923076923077	0.26666666666666666	vɪlənsɛɐ̯klɛʁʊŋ	wɪlənsɜklɛrʌŋ	0.06666666666666667	0.38461538461538464
Willenskraft	vɪlənskʁaft	vɪlənskʁaft	vɪlənskɾaft	vɪllɛnskʁaft	dict	[]	0.0	0.09090909090909091	0.16666666666666666	vɪlənskʁaft	wɪlənskɹaft	0.0	0.18181818181818182
Willi	vɪli	vɪli	vɪli	vɪlli	dict	[]	0.0	0.0	0.2	vɪli	wɪli	0.0	0.25
Willigkeit	vɪlɪckaɪt	vɪlɪckaɪt	vɪlɪckaɪt	vɪllɪkkəit	dict	[]	0.0	0.0	0.4	vɪlɪkkaɪ̯t	wɪlɪɡkaɪt	0.2	0.2222222222222222
Willkommen	vɪlkɔmən	vɪlkɔmən	vɪlkɔmən	vɪlkɔmən	dict	[]	0.0	0.0	0.0	vɪlkɔmən	wɪlkəmən	0.0	0.25
Willkommenskultur	vɪlkɔmənskʊltuːɐ	vɪlkɔmənskʊltuɐ	vɪlkɔmənskʊltuɾ	vɪllkɔmmɛnskʊltuɐ	dict	[]	0.0	0.06666666666666667	0.17647058823529413	vɪlkɔmənkskʊltuɐ̯	wɪlkəmɛnskʌltʊr	0.11764705882352941	0.4
Willkommer	vɪlkɔmɐ	vɪlkɔməʁ	vɪlkɔmɜ	vɪllkɔmmɐ	compound	will|komme|r	0.25	0.14285714285714285	0.2222222222222222	vɪlkɔmɐ	wɪlkəmɜ	0.0	0.42857142857142855
Willkür	vɪlkyːɐ	vɪlkyɐ	vɪlkyɾ	vɪllkyʁ	dict	[]	0.0	0.16666666666666666	0.2857142857142857	vɪlkyɐ̯	wɪlkyɹ	0.14285714285714285	0.3333333333333333
Willkürherrschaft	vɪlkyːɐhɛʁʃaft	vɪlkyɐhɛʁʃaft	vɪlkyɾhɛɾʃaft	vɪllkʏʁɛʁʁstshaft	dict	[]	0.0	0.15384615384615385	0.5294117647058824	vɪlkyɐ̯hɛʁʃaft	wɪlkyrhɜrʃaft	0.07142857142857142	0.3076923076923077
Wimper	vɪmpɐ	vɪmpɐ	vɪmpɜ	vɪmpɐ	dict	[]	0.0	0.2	0.0	vɪmpɐ	wɪmpɚ	0.0	0.4
Wimperntusche	vɪmpərntʊʃə	vɪmpɐntʊʃə	vɪmpɛɾntʊʃə	vɪmpɛʁntʊʃə	dict	[]	0.2	0.18181818181818182	0.18181818181818182	vɪmpɐntʊʃə	wɪmpɜntʌʃ	0.2	0.5555555555555556
Wind	vɪnt	vɪnt	vɪnt	vɪnt	dict	[]	0.0	0.0	0.0	vɪnt	wɪnd	0.0	0.5
Windbeutel	vɪntbɔɪtl	vɪntbɔɪtl	vɪndbɔøtəl	vɪntbɔɔʏtel	dict	[]	0.0	0.3	0.2727272727272727	vɪntbɔɪ̯tl̩	wɪndbjutəl	0.18181818181818182	0.5
Windchen	vɪntcən	vɪntcən	vɪndcən	vɪndcən	compound	wind|chen	0.0	0.14285714285714285	0.14285714285714285	vɪntçən	wɪndçən	0.14285714285714285	0.42857142857142855
Winde	vɪndə	vɪndə	vɪndə	vɪndə	dict	[]	0.0	0.0	0.0	vɪndə	wɪndə	0.0	0.2
Windel	vɪndəl	vɪndl	vɪndəl	vɪndel	dict	[]	0.2	0.0	0.16666666666666666	vɪndl̩	wɪndəl	0.3333333333333333	0.16666666666666666
Winden	vɪndn	vɪndn	vɪndən	vɪndn	dict	[]	0.0	0.16666666666666666	0.0	vɪndn̩	wɪndən	0.16666666666666666	0.3333333333333333
Windeseile	vɪndəsʔaɪlə	vɪndezaɪlə	vɪndezaɪlə	vɪndəsəilə	dict	[]	0.2	0.2	0.2	vɪndəzaɪ̯lə	wɪndɪzaɪlə	0.18181818181818182	0.3
Windhafer	vɪnthaːfɐ	vɪnthafɐ	vɪnthɑfɜ	vɪntafɐ	compound	wind|hafer	0.0	0.25	0.14285714285714285	vɪnthafɐ	wɪnthafɜ	0.0	0.25
Windhauch	vɪnthaʊx	vɪnthaʊx	vɪnthaʊx	vɪntaox	dict	[]	0.0	0.0	0.2857142857142857	vɪnthaʊ̯x	wɪnthaʊtʃ	0.1111111111111111	0.3333333333333333
Windhund	vɪnthʊnt	vɪnthʊnt	vɪnthʊnt	vɪntʊnt	dict	[]	0.0	0.0	0.14285714285714285	vɪnthʊnt	wɪnthʌnd	0.0	0.375
Windjacke	vɪntjakə	vɪntjakə	vɪndjakə	vɪntjakə	dict	[]	0.0	0.125	0.0	vɪntjakə	wɪndjak	0.0	0.42857142857142855
Windkraft	vɪntkʁaft	vɪntkʁaft	vɪntkɾaft	vɪntkʁaft	dict	[]	0.0	0.1111111111111111	0.0	vɪntkʁaft	wɪndkɹaft	0.0	0.3333333333333333
Windkraftanlage	vɪntkʁaftanlaːɡə	vɪntkʁaftanlaɡə	vɪntkɾaftanlɑɡə	vɪntkʁaftanlagə	dict	[]	0.0	0.13333333333333333	0.06666666666666667	vɪntkʁaftanlaɡə	wɪndkɹaftɐnlɑdʒ	0.0	0.4666666666666667
Windkraftanlagen	vɪntkʁaftanlaːɡən	vɪntkʁaftanlaɡn	vɪntkɾaftanlɑɡən	vɪntkʁaftanlagən	dict	[]	0.06666666666666667	0.125	0.0625	vɪntkʁaftanlaɡn̩	wɪndkɹaftɐnlɑdʒən	0.125	0.4117647058823529
Windows	vɪndoːs	vɪndos	wɪndəʊz	vɪndɔvs	dict	[]	0.0	0.5714285714285714	0.2857142857142857	vɪndos	wɪndoʊz	0.0	0.42857142857142855
Windpocke	vɪntpɔkə	vɪntpɔkə	vɪntpɔkə	vɪntpɔkə	dict	[]	0.0	0.0	0.0	vɪntpɔkə	wɪndpɑk	0.0	0.5714285714285714
Windrad	vɪntʁaːt	vɪntʁat	vɪndɾɑt	vɪndʁat	dict	[]	0.0	0.42857142857142855	0.14285714285714285	vɪntʁat	wɪndɹɑd	0.0	0.7142857142857143
Windrose	vɪntʁoːzə	vɪntʁozə	vɪndɾozə	vɪndʁozə	dict	[]	0.0	0.25	0.125	vɪntʁozə	wɪndɹoʊs	0.0	0.625
Windröschen	vɪntʁøːscən	vɪntʁøscən	vɪndɾœʃən	vɪndʁœʃən	dict	[]	0.0	0.5555555555555556	0.4444444444444444	vɪntʁœʃn̩	wɪndɹœʃən	0.5555555555555556	0.6666666666666666
Windsack	vɪntzak	vɪntzak	vɪndzak	vɪntzak	dict	[]	0.0	0.14285714285714285	0.0	vɪntzak	wɪndsak	0.0	0.42857142857142855
Windsbraut	vɪntsbʁaʊt	vɪntsbʁaʊt	vɪntsbɾaʊt	vɪntsbʁaot	dict	[]	0.0	0.1	0.1	vɪnt͡sbʁaʊ̯t	wɪndsbɹaʊt	0.16666666666666666	0.3
Windschutz	vɪntʃʊts	vɪntʃʊts	vɪntʃʊts	vɪntʃʊts	compound	wind|schutz	0.0	0.0	0.0	vɪntʃʊt͡s	wɪndʃʌts	0.1111111111111111	0.375
Windschutzscheibe	vɪntʃʊtsʃaɪbə	vɪntʃʊtsʃaɪbə	vɪntʃʊtsʃaɪbə	vɪntʃʊtsʃaebə	dict	[]	0.0	0.0	0.07692307692307693	vɪntʃʊt͡sʃaɪ̯bə	wɪndʃʌtsʃaɪbi	0.13333333333333333	0.3076923076923077
Windstille	vɪntʃtɪlə	vɪntʃtɪlə	vɪntstɪlə	vɪntʃtɪllə	dict	[]	0.0	0.1111111111111111	0.1	vɪntʃtɪlə	wɪntstɪlə	0.0	0.2222222222222222
Windstoß	vɪntʃtoːs	vɪntʃtos	vɪntstos	vɪndstɔss	dict	[]	0.0	0.125	0.4444444444444444	vɪntʃtos	wɪndstoʊs	0.0	0.4444444444444444
Windsurfing	vɪntsœːɐfɪŋ	vɪntsœɐfɪŋ	vɪndz??fɪŋ	vɪntzʊʁfɪŋ	dict	[]	0.0	0.4	0.3	vɪntsœɐ̯fɪŋ	wɪndsɜfɪŋ	0.09090909090909091	0.4444444444444444
Windung	vɪndʊŋ	vɪndʊŋ	vɪndʊŋ	vɪndʊŋ	dict	[]	0.0	0.0	0.0	vɪndʊŋ	wɪndʌŋ	0.0	0.3333333333333333
Wingert	vɪŋɐt	vɪŋɐt	vɪŋɜt	vɪŋɛʁt	dict	[]	0.0	0.2	0.3333333333333333	vɪŋɐt	wɪŋɜt	0.0	0.4
Wink	vɪŋk	vɪŋk	vɪŋk	vɪŋk	dict	[]	0.0	0.0	0.0	vɪŋk	wɪŋk	0.0	0.25
Winkeladvokat	vɪŋklatvokaːt	vɪŋklatvokat	vɪnkəladvokɑt	vɪŋkelatvokat	dict	[]	0.0	0.3076923076923077	0.07692307692307693	vɪŋkl̩atɔkat	wɪŋkəladvokɑt	0.25	0.3076923076923077
Winkelgeschwindigkeit	vɪŋklɡəʃvɪndɪkkaɪt	vɪŋklɡəʃvɪndɪkaɪt	vɪnkəlɡɛʃvɪndɪckaɪt	vɪŋkɛlgɛʃvɪndɪkkəit	dict	[]	0.058823529411764705	0.21052631578947367	0.2631578947368421	vɪŋkl̩ɡəʃvɪndɪkkaɪ̯t	wɪŋkɛlɡɛʃwɪndɪçkaɪt	0.1	0.2631578947368421
Winkelmesser	vɪŋkəlmɛsɐ	vɪŋklmɛsɐ	vɪnkəlmɛsɜ	vɪŋkɛlmɛszɐ	dict	[]	0.1111111111111111	0.2	0.18181818181818182	vɪŋkl̩mɛsɐ	wɪŋkəlmɛsɜ	0.2	0.2
Winkelschleifer	vɪŋklʃlaɪfɐ	vɪŋklʃlaɪfɐ	vɪnkəlʃlaɪfɜ	vɪŋkɛlstslaefɐ	dict	[]	0.0	0.25	0.35714285714285715	vɪŋkl̩ʃlaɪ̯fɐ	wɪŋkɛlʃlaɪfɜ	0.15384615384615385	0.25
Winter	vɪntɐ	vɪntɐ	vɪntɜ	vɪntɐ	dict	[]	0.0	0.2	0.0	vɪntɐ	wɪntɜ	0.0	0.4
Winteranfang	vɪntɐʔanfaŋ	vɪntɐanfaŋ	vɪnteranfaŋ	vɪnteʁanfaŋ	dict	[]	0.0	0.18181818181818182	0.18181818181818182	vɪntɐanfaŋ	wɪntɜɐnfaŋ	0.0	0.3
Winterende	vɪntɐɛndə	vɪntɐɛndə	vɪntərəndə	vɪnteʁɛndə	compound	winter|ende	0.0	0.3	0.2	vɪntɐɛndə	wɪntərɛndə	0.0	0.3
Wintergewitter	vɪntɐɡəvɪtɐ	vɪntɐɡəvɪtɐ	vɪntɜɡevɪtɜ	vɪntɛʁgevɪtɐ	dict	[]	0.0	0.2727272727272727	0.3333333333333333	vɪntɐɡəvɪtɐ	wɪntɜdʒuɪtɚ	0.0	0.5454545454545454
Winterkleid	vɪntɐklaɪt	vɪntɐklaɪt	vɪntɜklaɪt	vɪntɛʁklaet	dict	[]	0.0	0.1	0.2727272727272727	vɪntɐklaɪ̯t	wɪntɜklaɪd	0.09090909090909091	0.3
Winterkleide	vɪntɐklaɪdə	vɪntɐklaɪdə	vɪntɜklaɪdə	vɪntɛʁklaedə	dict	[]	0.0	0.09090909090909091	0.25	vɪntɐklaɪ̯də	wɪntɜklaɪdə	0.08333333333333333	0.18181818181818182
Winterkleider	vɪntɐklaɪdɐ	vɪntɐklaɪdɐ	vɪntɜklaɪdɜ	vɪntɛʁklaedɐ	dict	[]	0.0	0.18181818181818182	0.25	vɪntɐklaɪ̯dɐ	wɪntɜklaɪdɚ	0.08333333333333333	0.2727272727272727
Winterkleidern	vɪntɐklaɪdɐn	vɪntɐklaɪdɐn	vɪntɜklaɪdɜn	vɪntɛʁklaedɛʁn	dict	[]	0.0	0.16666666666666666	0.35714285714285715	vɪntɐklaɪ̯dɐn	wɪntɜklaɪdɜn	0.07692307692307693	0.25
Winterkleides	vɪntɐklaɪdəs	vɪntɐklaɪdəs	vɪntɜklaɪdəs	vɪntɛʁklaedəs	dict	[]	0.0	0.08333333333333333	0.23076923076923078	vɪntɐklaɪ̯dəs	wɪntɜklaɪdəs	0.07692307692307693	0.16666666666666666
Winterkleids	vɪntɐklaɪts	vɪntɐklaɪts	vɪntɜklaɪts	vɪntɛʁklaets	dict	[]	0.0	0.09090909090909091	0.25	vɪntɐklaɪ̯t͡s	wɪntɜklaɪdz	0.15384615384615385	0.36363636363636365
Winterkorn	vɪntɐkɔʁn	vɪntɐkɔʁn	vɪntɜkɔɾn	vɪntɛʁkɔʁn	dict	[]	0.0	0.2222222222222222	0.2	vɪntɐkɔʁn	wɪntɜkɔɾn	0.0	0.3333333333333333
Winterluft	vɪntɐlʊft	vɪntɐlʊft	vɪntɜlʊft	vɪntɛʁlʊft	dict	[]	0.0	0.1111111111111111	0.2	vɪntɐlʊft	wɪntɜlʌft	0.0	0.3333333333333333
Wintermantel	vɪntɐmantəl	vɪntɐmantl	vɪntɜmantəl	vɪntɛʁmantel	dict	[]	0.1	0.09090909090909091	0.25	vɪntɐmantl̩	wɪntɜmɐntəl	0.18181818181818182	0.2727272727272727
Wintermonat	vɪntɐmoːnat	vɪntɐmonat	vɪntɜmonɑt	vɪntɛʁmonat	dict	[]	0.0	0.2	0.18181818181818182	vɪntɐmonat	wɪntɜmonɑt	0.0	0.3
Winterreifen	vɪntɐʁaɪfn	vɪntɐʁaɪfn	vɪntɜraɪfən	vɪntɛʁʁaefən	dict	[]	0.0	0.2727272727272727	0.3333333333333333	vɪntɐʁaɪ̯fn̩	wɪntɜreɪfən	0.16666666666666666	0.45454545454545453
Winterschlaf	vɪntɐʃlaːf	vɪntɐʃlaf	vɪntɜʃlɑf	vɪntɛʁstslaf	dict	[]	0.0	0.2222222222222222	0.4166666666666667	vɪntɐʃlaf	wɪntɜʃlɑf	0.0	0.3333333333333333
Wintersonne	vɪntɐzɔnə	vɪntɐzɔnə	vɪntɜzɔnə	vɪntɛʁzɔnnə	dict	[]	0.0	0.1111111111111111	0.2727272727272727	vɪntɐzɔnə	wɪntɜsɔnə	0.0	0.3333333333333333
Wintersonnenwende	vɪntɐzɔnənvɛndə	vɪntɐzɔnənvɛndə	vɪntɜzɔnɛnvəndə	vɪntɛʁzɔnnɛnvɛndə	dict	[]	0.0	0.2	0.23529411764705882	vɪntɐzɔnənvɛndə	wɪntɜsənənwɛndə	0.0	0.3333333333333333
Wintersturm	vɪntɐʃtʊʁm	vɪntɐʃtʊʁm	vɪntɜst??m	vɪntɛʁstʊʁm	dict	[]	0.0	0.4	0.2727272727272727	vɪntɐʃtʊʁm	wɪntɜstɜm	0.0	0.5555555555555556
Wintersturme	vɪntɐʃtʊʁmə	vɪntɐʃtʊʁme	vɪntɜst??mə	vɪntɛʁstʊʁmə	compound	wintersturm|e	0.09090909090909091	0.36363636363636365	0.25	vɪntɐʃtʊʁmə	wɪntɜstɜm	0.0	0.6666666666666666
Wintersturmes	vɪntɐʃtʊʁməs	vɪntɐʃtʊʁməs	vɪntɜst??məs	vɪntɛʁstʊʁməs	dict	[]	0.0	0.3333333333333333	0.23076923076923078	vɪntɐʃtʊʁməs	wɪntɜstɜməs	0.0	0.45454545454545453
Wintersturms	vɪntɐʃtʊʁms	vɪntɐʃtʊʁms	vɪntɜst??ms	vɪntɛʁstʊʁms	dict	[]	0.0	0.36363636363636365	0.25	vɪntɐʃtʊʁms	wɪntɜst??ms	0.0	0.45454545454545453
Winterstürme	vɪntɐʃtʏʁmə	vɪntɐʃtʏʁmə	vɪntɜʃtyɾmə	vɪntɛʁstʏʁmə	dict	[]	0.0	0.2727272727272727	0.25	vɪntɐʃtʏʁmə	wɪntɜstyɾmə	0.0	0.45454545454545453
Winterstürmen	vɪntɐʃtʏʁmən	vɪntɐʃtʏʁmən	vɪntɜʃtyɾmən	vɪntɛʁstʏʁmən	dict	[]	0.0	0.25	0.23076923076923078	vɪntɐʃtʏʁmən	wɪntɜstyɾmən	0.0	0.4166666666666667
Winterweizen	vɪntɐvaɪtsn	vɪntɐvaɪtsn	vɪntɜvaɪtsən	vɪntɛʁvaetsən	dict	[]	0.0	0.16666666666666666	0.3076923076923077	vɪntɐvaɪ̯t͡sn̩	wɪntɜwaɪzən	0.21428571428571427	0.45454545454545453
Winterwetter	vɪntɐvɛtɐ	vɪntɐvɛtɐ	vɪntɜvɛtɜ	vɪntɛʁvɛtɐ	dict	[]	0.0	0.2222222222222222	0.2	vɪntɐvɛtɐ	wɪntɜwɛtɜ	0.0	0.4444444444444444
Winterzeit	vɪntɐtsaɪt	vɪntɐtsaɪt	vɪntɜtsaɪt	vɪntɛʁtsəit	dict	[]	0.0	0.1	0.36363636363636365	vɪntɐt͡saɪ̯t	wɪntɜzaɪt	0.16666666666666666	0.4444444444444444
Winzer	vɪntsər	vɪntsɐ	vɪntsɜ	vɪntsɐ	dict	[]	0.3333333333333333	0.3333333333333333	0.3333333333333333	vɪnt͡sɐ	wɪnzɜ	0.42857142857142855	1.0
Winzerin	vɪntsɐʁɪn	vɪntsəʁɪn	vɪntsərɪn	vɪntsɐʁɪn	dict	[]	0.1111111111111111	0.2222222222222222	0.0	vɪnt͡səʁɪn	wɪnzərɪn	0.2	0.625
Wipfel	vɪpfəl	vɪpfl	vɪpfəl	vɪpfel	dict	[]	0.2	0.0	0.16666666666666666	vɪp͡fl̩	wɪpfəl	0.42857142857142855	0.16666666666666666
Wirbel	vɪʁbl	vɪʁbl	vɪɾbəl	vɪʁbel	dict	[]	0.0	0.3333333333333333	0.16666666666666666	vɪʁbl̩	wɜbəl	0.16666666666666666	0.8
