al	/al/
přeběhlík	/ˈpr̝̊ɛbjɛɦliːk/
přeběhlíky	/pr̝̊ɛbjɛɦliːkɪ/
přeběhlíků	/pr̝̊ɛbjɛɦliːkuː/
přebřísti	/pr̝ɛbr̝iːscɪ/
přebřísti	/pr̝̊ɛbr̝iːscɪ/
přec	/pr̝ɛts/
přec	/pr̝̊ɛt͡s/
přece	/pr̝ɛtsɛ/
přece	/pr̝̊ɛt͡sɛ/
přece jen	/ˈpr̝̊ɛ.t͡sɛ.jɛn/
přece jenom	/ˈpr̝̊ɛ.t͡sɛ.jɛ.nɔm/
přecejen	/ˈpr̝̊ɛ.t͡sɛ.jɛn/
přecelerovat	/pr̝ɛtsɛlɛrovat/
přecelerovat	/ˈpr̝̊ɛt͡sɛlɛrɔvat/
přecenit	/ˈpr̝̊ɛt͡sɛɲɪt/
přechod	/pr̝ɛxot/
přechod	/pr̝̊ɛxɔt/
přechod pro chodce	/pr̝̊ɛxɔt prɔ xɔtt͡sɛ/
přechodný	/prɛxodniː/
přechodný	/ˈprɛ.xɔdniː/
přechodně	/pr̝ɛxodɲɛ/
přechodně	/pr̝̊ɛxɔdɲɛ/
přechodu	/pr̝ɛxodu/
přechodu	/pr̝̊ɛxɔdʊ/
přechovice	/pr̝ɛxovɪtsɛ/
přechovice	/pr̝̊ɛxɔvɪt͡sɛ/
přechovávatelka	/pr̝ɛxovaːvatɛlka/
přechovávatelka	/ˈpr̝̊ɛxɔvaːvatɛlka/
přechylování	/pr̝ɛxɪlovaːɲiː/
přechylování	/ˈpr̝̊ɛxɪlɔvaːɲiː/
přechytračit	/ˈpr̝̊ɛ.xɪtrat͡ʃɪt/
přecházel	/pr̝ɛxaːzɛl/
přecházel	/pr̝̊ɛxaːzɛl/
přecházet	/pr̝ɛxaːzɛt/
přecházet	/pr̝̊ɛxaːzɛt/
přeci	/pr̝ɛtsɪ/
přeci	/pr̝̊ɛt͡sɪ/
přeci jen	/ˈpr̝̊ɛ.t͡sɪ.jɛn/
přeci jenom	/ˈpr̝̊ɛ.t͡sɪ.jɛ.nɔm/
přecijen	/ˈpr̝̊ɛ.t͡sɪ.jɛn/
přecpaná	/pr̝ɛtspanaː/
přecpaná	/pr̝̊ɛt͡spanaː/
před	/pr̝ɛd/
před	/pr̝ɛt/
před	/pr̝̊ɛt/
před	/pr̝̊ɛd/
před kristem	/pr̝̊ɛt krɪstɛm/
před-	/pr̝̊ɛt/
před-	/pr̝̊ɛd/
předají	/pr̝ɛdajiː/
předají	/pr̝̊ɛdajiː/
předal	/pr̝ɛdal/
předal	/pr̝̊ɛdal/
předat	/pr̝ɛdat/
předat	/pr̝̊ɛdat/
předati	/pr̝ɛdacɪ/
předati	/pr̝̊ɛdacɪ/
předbrexitový	/pr̝ɛdbrɛksɪtoviː/
předbrexitový	/brɛksɪtɔviː/
předběžné	/pr̝ɛdbjɛʒnɛː/
předběžné	/pr̝̊ɛdbjɛʒnɛː/
předběžný	/pr̝ɛdbjɛʒniː/
předběžný	/pr̝̊ɛdbjɛʒniː/
předběžných	/pr̝ɛdbjɛʒniːx/
předběžných	/pr̝̊ɛdbjɛʒniːx/
předchozí	/pr̝ɛtxoziː/
předchozí	/pr̝̊ɛtxɔziː/
předchozích	/pr̝ɛtxoziːx/
předchozích	/pr̝̊ɛtxɔziːx/
předcházející	/pr̝̊ɛtxaːzɛjiːt͡siː/
předcházel	/pr̝ɛtxaːzɛl/
předcházel	/pr̝̊ɛtxaːzɛl/
předchůdce	/ˈpr̝̊ɛtxuːtt͡sɛ/
předci	/pr̝ɛttsɪ/
předci	/ˈpr̝̊ɛt.t͡sɪ/
předcích	/pr̝ɛttsiːx/
předcích	/ˈpr̝̊ɛt.t͡siːx/
přede	/pr̝ɛdɛ/
přede	/pr̝̊ɛdɛ/
přede-	/pr̝̊ɛdɛ/
předejít	/pr̝ɛdɛjiːt/
předejít	/pr̝̊ɛdɛjiːt/
předek	/pr̝ɛdɛk/
předek	/ˈpr̝̊ɛ.dɛk/
předem	/pr̝ɛdɛm/
předem	/pr̝̊ɛdɛm/
předení	/pr̝ɛdɛɲiː/
předení	/pr̝̊ɛdɛɲiː/
předepisovala	/pr̝ɛdɛpɪsovala/
předepisovala	/pr̝̊ɛdɛpɪsɔvala/
předevčírem	/pr̝ɛdɛftʃiːrɛm/
předevčírem	/ˈpr̝̊ɛdɛftʃiːrɛm/
především	/pr̝ɛdɛfʃiːm/
především	/pr̝̊ɛdɛfʃiːm/
předešlého	/pr̝ɛdɛʃlɛːɦo/
předešlého	/pr̝̊ɛdɛʃlɛːɦɔ/
předešlý	/pr̝̊ɛdɛʃliː/
předfeudální	/pr̝ɛtfeudaːlɲiː/
předfeudální	/pr̝̊ɛtfɛʊ̯daːlɲiː/
předhistorie	/pr̝ɛdɦɪstorɪjɛ/
předhistorie	/ˈpr̝̊ɛdɦɪstɔrɪjɛ/
předhánějí	/pr̝ɛdɦaːɲɛjiː/
předhánějí	/pr̝̊ɛdɦaːɲɛjiː/
předjarní	/pr̝̊ɛdjarɲiː/
předjaří	/pr̝̊ɛdjar̝iː/
předjímat	/pr̝ɛdjiːmat/
předjímati	/pr̝ɛdjiːmacɪ/
předjížděl	/pr̝ɛdjiːʒɟɛl/
předjížděl	/pr̝̊ɛdjiːʒɟɛl/
předka	/pr̝ɛtka/
předka	/ˈpr̝̊ɛ.tka/
předkem	/pr̝ɛtkɛm/
předkem	/ˈpr̝̊ɛ.tkɛm/
předklonný	/pr̝ɛtkloniː/
předklonný	/ˈpr̝̊ɛtklɔnniː/
předklonný	/ˈpr̝̊ɛtklɔniː/
předkládána	/pr̝̊ɛtklaːdaːna/
předkoperníkovský	/pr̝̊ɛtkɔpɛrɲiːkɔfskiː/
předkovi	/pr̝ɛtkovɪ/
předkovi	/ˈpr̝̊ɛ.tkɔ.vɪ/
předkové	/pr̝ɛtkovɛː/
předkové	/ˈpr̝̊ɛ.tkɔ.vɛː/
předkožce	/pr̝ɛtkoʃtsɛ/
předkožce	/pr̝̊ɛt.kɔʃ.t͡sɛ/
předkožka	/pr̝ɛtkoʃka/
předkožka	/ˈpr̝̊ɛtkɔʃka/
předkrm	/pr̝ɛtkrm/
předkrm	/pr̝̊ɛtkr̩m/
předkrmí	/pr̝ɛtkrmiː/
předkrmí	/pr̝̊ɛtkr̩miː/
předku	/pr̝ɛtku/
předku	/ˈpr̝̊ɛ.tkʊ/
předky	/pr̝ɛtkɪ/
předky	/ˈpr̝̊ɛ.tkɪ/
předků	/pr̝ɛtkuː/
předků	/ˈpr̝̊ɛ.tkuː/
předkům	/pr̝ɛtkuːm/
předkům	/ˈpr̝̊ɛ.tkuːm/
předlistopadové	/pr̝̊ɛdlɪstɔpadɔvɛː/
předlistopadový	/pr̝ɛdlɪstopadoviː/
předlistopadový	/pr̝̊ɛdlɪstɔpadɔviː/
předlitavsko	/pr̝ɛdlɪtafsko/
předlitavsko	/ˈpr̝̊ɛdl̩ɪtafskɔ/
předloha	/pr̝ɛdloɦa/
předloha	/pr̝̊ɛdlɔɦa/
předloktí	/pr̝ɛdlokciː/
předloktí	/pr̝̊ɛdlɔkciː/
předloženy	/pr̝ɛdloʒɛnɪ/
předloženy	/pr̝̊ɛdlɔʒɛnɪ/
předložil	/pr̝ɛdloʒɪl/
předložil	/pr̝̊ɛdlɔʒɪl/
předložit	/pr̝ɛdloʒɪt/
předložit	/pr̝̊ɛdlɔʒɪt/
předložiti	/pr̝ɛdloʒɪcɪ/
předložiti	/pr̝̊ɛdlɔʒɪcɪ/
předložka	/pr̝ɛdloʃka/
předložka	/pr̝̊ɛdlɔʃka/
předloží	/pr̝ɛdloʒiː/
předloží	/pr̝̊ɛdlɔʒiː/
předluženost	/pr̝ɛdluʒɛnost/
předluženost	/pr̝̊ɛdlʊʒɛnɔst/
předmanželský	/pr̝̊ɛdmanʒɛlskiː/
předminulý	/pr̝ɛdmɪnuliː/
předminulý	/pr̝̊ɛdmɪnʊliː/
předmostí	/pr̝ɛdmosciː/
předmostí	/pr̝̊ɛdmɔsciː/
předměstí	/pr̝̊ɛdm̩ɲɛsciː/
předmět	/pr̝ɛdmɲɛt/
předmět	/pr̝̊ɛdmɲɛt/
předmět daně	/pr̝̊ɛdmɲɛtˌdaɲɛ/
předmět přímý	/pr̝̊ɛdmɲɛt pr̝̊iːmiː/
předmětů	/pr̝ɛdmɲɛtuː/
předmětů	/pr̝̊ɛdmɲɛtuː/
přednost	/pr̝ɛdnost/
přednost	/ˈpr̝̊ɛdnɔst/
přednosta	/ˈpr̝̊ɛdnɔsta/
přednášející	/pr̝ɛdnaːʃɛjiːtsiː/
přednášející	/pr̝̊ɛdnaːʃɛjiːt͡siː/
přednášet	/pr̝ɛdnaːʃɛt/
přednášet	/pr̝̊ɛdnaːʃɛt/
přednáška	/pr̝ɛdnaːʃka/
přednáška	/ˈpr̝̊ɛdnaːʃka/
přední	/pr̝ɛdɲiː/
přední	/ˈpr̝̊ɛdɲiː/
předně	/pr̝ɛdɲɛ/
předně	/pr̝̊ɛdɲɛ/
předobraz	/pr̝ɛdobras/
předobraz	/pr̝ɛtobras/
předobraz	/pr̝̊ɛt.ɔbras/
předobraz	/pr̝̊ɛdɔbras/
předodásňový	/pr̝ɛdodaːsɲoviː/
předodásňový	/ˈpr̝̊ɛdɔdaːsɲɔviː/
předohrab	/pr̝ɛdoɦrap/
předohrab	/pr̝̊ɛdɔɦrap/
předokolka	/ˈpr̝̊ɛ.dɔ.kɔl.ka/
předotičanky	/pr̝ɛdocɪtʃankɪ/
předotičanky	/pr̝̊ɛdɔcɪt͡ʃaŋkɪ/
předoucí	/ˈpr̩ɛdɔʊ̯t͡siː/
předpeklí	/pr̝̊ɛtpɛkliː/
předpis	/pr̝ɛtpɪs/
předpis	/pr̝̊ɛtpɪs/
předpisy	/pr̝ɛtpɪsɪ/
předpisy	/pr̝̊ɛtpɪsɪ/
předpisů	/pr̝ɛtpɪsuː/
předpisů	/pr̝̊ɛtpɪsuː/
předplacený	/pr̝ɛtplatsɛniː/
předplacený	/ˈpr̝̊ɛtplat͡sɛniː/
předplavkyně	/pr̝ɛtplafkɪɲɛ/
předplavkyně	/pr̝̊ɛtplafkɪɲɛ/
předpojatosti	/pr̝ɛtpojatoscɪ/
předpojatosti	/pr̝̊ɛtpɔjatɔscɪ/
předpoklad	/pr̝ɛtpoklat/
předpoklad	/pr̝̊ɛtpɔklat/
předpokladů	/pr̝ɛtpokladuː/
předpokladů	/pr̝̊ɛtpɔkladuː/
předpokládala	/pr̝̊ɛtpɔklaːdala/
předpokládaný	/pr̝ɛtpoklaːdaniː/
předpokládaný	/ˈpr̝̊ɛtpɔklaːdaniː/
předpokládaných	/pr̝ɛtpoklaːdaniːx/
předpokládaných	/pr̝̊ɛtpɔklaːdaniːx/
předpokládat	/pr̝ɛtpoklaːdat/
předpokládat	/pr̝̊ɛtpɔklaːdat/
předpokládá	/pr̝ɛtpoklaːdaː/
předpokládá	/pr̝̊ɛtpɔklaːdaː/
předpokládám	/pr̝ɛtpoklaːdaːm/
předpokládám	/pr̝̊ɛtpɔklaːdaːm/
předpokládáme	/pr̝ɛtpoklaːdaːmɛ/
předpokládáme	/pr̝̊ɛtpɔklaːdaːmɛ/
předpona	/pr̝ɛtpona/
předpona	/pr̝̊ɛtpɔna/
předporodní	/pr̝ɛtporodɲiː/
předporodní	/pr̝̊ɛtpɔrɔdɲiː/
předposlední	/pr̝ɛtposlɛdɲiː/
předposlední	/pr̝̊ɛtpɔslɛdɲiː/
předposranost	/pr̝̊ɛtpɔsranɔst/
předpotopním	/pr̝ɛtpotopɲiːm/
předpotopním	/pr̝̊ɛtpɔtɔpɲiːm/
předpovídají	/pr̝ɛtpoviːdajiː/
předpovídají	/pr̝̊ɛtpɔviːdajiː/
předpovídat	/pr̝ɛtpoviːdat/
předpovídat	/pr̝̊ɛtpɔviːdat/
předpovídati	/pr̝ɛtpoviːdacɪ/
předpovídati	/pr̝̊ɛtpɔviːdacɪ/
předpovědi	/pr̝ɛtpovjɛɟɪ/
předpovědi	/pr̝̊ɛtpɔvjɛɟɪ/
předpověděl	/pr̝̊ɛtpɔvjɛɟɛl/
předpověděli	/pr̝ɛtpovjɛɟɛlɪ/
předpověděli	/pr̝̊ɛtpɔvjɛɟɛlɪ/
předpověď	/pr̝̊ɛtpɔvjɛc/
předprodej	/pr̝ɛtprodɛj/
předprodej	/ˈpr̝̊ɛt.prɔ.dɛj/
předpronájem	/pr̝̊ɛtprɔnaːjɛm/
předprotektorátní	/pr̝̊ɛtprɔtɛktɔraːtɲiː/
předpřipravených	/pr̝ɛtpr̝ɪpravɛniːx/
předpřipravených	/pr̝̊ɛtpr̝̊ɪpravɛniːx/
předpřítomný	/pr̝ɛtpr̝iːtomniː/
předpřítomný	/ˈpr̝̊ɛtpr̝̊iːtɔmniː/
předražený	/pr̝ɛdraʒɛniː/
předražený	/ˈpr̝̊ɛdraʒɛniː/
předrážděné	/pr̝ɛdraːʒɟɛnɛː/
předrážděné	/pr̝̊ɛdraːʒɟɛnɛː/
předseda	/pr̝ɛtsɛda/
předseda	/ˈpr̝̊ɛtsɛda/
předsedkyně	/pr̝ɛtsɛtkɪɲɛ/
předsedkyně	/pr̝̊ɛt͡sɛtkɪɲɛ/
předsednictvo	/pr̝ɛtsɛdɲɪtstvo/
předsednictvo	/pr̝̊ɛtsɛdɲɪt͡stvɔ/
předsedo	/ˈpr̝̊ɛ.t͡sɛ.dɔ/
předsedové	/pr̝ɛtsɛdovɛː/
předsedové	/pr̝̊ɛt͡sɛdɔvɛː/
předsedy	/pr̝ɛtsɛdɪ/
předsedy	/pr̝̊ɛt͡sɛdɪ/
předsevzít si	/ˈpr̝̊ɛt͡sɛvziːt‿sɪ/
předslovce	/pr̝ɛtsloftsɛ/
předslovce	/pr̝̊ɛt͡slɔft͡sɛ/
předsokratovský	/pr̝̊ɛt͡sɔkratɔfskiː/
představa	/pr̝ɛtstava/
představa	/pr̝̊ɛt͡stava/
představec	/pr̝ɛtstavɛts/
představec	/pr̝̊ɛt͡stavɛt͡s/
představenstvo	/pr̝ɛtstavɛnstvo/
představenstvo	/pr̝̊ɛt͡stavɛnstvɔ/
představení	/pr̝ɛtstavɛɲiː/
představení	/pr̝̊ɛt͡stavɛɲiː/
představili	/pr̝̊ɛt͡stavɪlɪ/
představit	/pr̝ɛtstavɪt/
představit	/pr̝̊ɛt͡stavɪt/
představitel	/pr̝ɛttstavɪtɛl/
představitel	/pr̝̊ɛtt͡stavɪtɛl/
představitele	/pr̝ɛtstavɪtɛlɛ/
představitele	/pr̝̊ɛt͡stavɪtɛlɛ/
představiteli	/pr̝ɛtstavɪtɛlɪ/
představiteli	/pr̝̊ɛt͡stavɪtɛlɪ/
představitelé	/pr̝ɛtstavɪtɛlɛː/
představitelé	/pr̝̊ɛt͡stavɪtɛlɛː/
představitelům	/pr̝ɛtstavɪtɛluːm/
představitelům	/pr̝̊ɛt͡stavɪtɛluːm/
představivost	/pr̝ɛtstavɪvost/
představivost	/pr̝̊ɛt͡stavɪvɔst/
představou	/pr̝ɛtstavou/
představou	/pr̝̊ɛt͡stavɔʊ̯/
představovat	/pr̝ɛtstavovat/
představovat	/ˈpr̝̊ɛ.t͡stavɔvat/
představovat se	/pr̝̊ɛt͡stavɔvat sɛ/
představovat si	/pr̝̊ɛt͡stavɔvat sɪ/
představu	/pr̝ɛtstavu/
představu	/pr̝̊ɛt͡stavu/
představuje	/pr̝ɛtstavujɛ/
představuje	/pr̝̊ɛt͡stavʊjɛ/
představují	/pr̝ɛtstavujiː/
představují	/pr̝̊ɛt͡stavʊjiː/
představím	/pr̝ɛtstaviːm/
představím	/pr̝̊ɛt͡staviːm/
předstih	/pr̝ɛtscɪx/
předstih	/pr̝̊ɛtscɪx/
předstihem	/pr̝ɛtscɪɦɛm/
předstihem	/pr̝̊ɛt͡scɪɦɛm/
předstihnuv	/pr̝ɛtscɪɦnuf/
předstihnuv	/pr̝̊ɛt͡scɪɦnʊf/
předstojná žláza	/pr̝̊ɛtstɔjnaː ʒlaːza/
předstoupiv	/pr̝ɛtstoupɪf/
předstoupiv	/pr̝̊ɛt͡stɔʊ̯pɪf/
předstírat	/pr̝ɛtsciːrat/
předstírat	/pr̝̊ɛt͡sciːrat/
předstírej	/pr̝̊ɛt͡sciːrɛɪ̯/
předstírání	/pr̝̊ɛt͡sciːraːɲiː/
předsudek	/pr̝ɛtsudɛk/
předsudek	/ˈpr̝̊ɛt͡sʊdɛk/
předsíň	/pr̝ɛtsiːɲ/
předsíň	/pr̝̊ɛtsiːɲ/
předsíňka	/pr̝̊ɛt͡siːɲka/
předtištěný	/pr̝ɛtcɪʃcɛniː/
předtištěný	/pr̝̊ɛtcɪʃcɛniː/
předtím	/pr̝ɛtciːm/
předtím	/pr̝̊ɛtciːm/
předtím	/pr̝̊ɛcim/
předtím	/pr̝̊ɛjcim/
předurčenost	/pr̝̊ɛdʊrt͡ʃɛnɔst/
předvečer	/pr̝ɛdvɛtʃɛr/
předvečer	/ˈpr̝̊ɛ.dvɛ.t͡ʃɛr/
předvečera	/ˈpr̝̊ɛ.dvɛ.t͡ʃɛ.ra/
předvečere	/ˈpr̝̊ɛ.dvɛ.t͡ʃɛ.rɛ/
předvečerech	/ˈpr̝̊ɛ.dvɛ.t͡ʃɛ.rɛx/
předvečerem	/ˈpr̝̊ɛ.dvɛ.t͡ʃɛ.rɛm/
předvečeru	/ˈpr̝̊ɛ.dvɛ.t͡ʃɛ.rʊ/
předvečery	/ˈpr̝̊ɛ.dvɛ.t͡ʃɛ.rɪ/
předvečerů	/ˈˈpr̝̊ɛ.dvɛ.t͡ʃɛ.ruː/
předvečerům	/ˈpr̝̊ɛ.dvɛ.t͡ʃɛ.ruːm/
předvolat	/pr̝ɛdvolat/
předvolat	/pr̝̊ɛdvɔlat/
předvolební	/pr̝ɛdvolɛbɲiː/
předvolební	/pr̝̊ɛdvɔlɛbɲiː/
předvolebních	/pr̝ɛdvolɛbɲiːx/
předvolebních	/pr̝̊ɛdvɔlɛbɲiːx/
předvolánka	/pr̝ɛdvolaːnka/
předvolánka	/pr̝̊ɛdvɔlaːŋka/
předvolávat	/pr̝ɛdvolaːvat/
předvolávat	/pr̝̊ɛdvɔlaːvat/
předvádí	/pr̝ɛdvaːɟiː/
předvádí	/pr̝̊ɛdvaːɟiː/
předválečný	/pr̝̊ɛdvaːlɛt͡ʃniː/
předvést	/ˈpr̝̊ɛdvɛːst/
předvídaný	/pr̝ɛdviːdaniː/
předvídaný	/pr̝̊ɛdviːdaniː/
předvídat	/pr̝ɛdviːdat/
předvídat	/pr̝̊ɛdviːdat/
předvídatelná	/pr̝ɛdviːdatɛlnaː/
předvídatelná	/pr̝̊ɛdviːdatɛlnaː/
předvídatelný	/pr̝ɛdviːdatɛlniː/
předvídatelný	/ˈpr̝̊ɛdviːdatɛlniː/
předvídati	/pr̝ɛdviːdacɪ/
předvídati	/pr̝̊ɛdviːdacɪ/
předvídav	/pr̝ɛdviːdaf/
předvídav	/pr̝̊ɛdviːdaf/
předán	/pr̝̊ɛdaːn/
předávat	/pr̝ɛdaːvat/
předávat	/pr̝̊ɛdaːvat/
předávání	/pr̝ɛdaːvaːɲiː/
předávání	/pr̝̊ɛdaːvaːɲiː/
předčasný	/pr̝ɛttʃasniː/
předčasný	/pr̝̊ɛtt͡ʃasniː/
předčasně	/pr̝ɛttʃasɲɛ/
předčasně	/pr̝̊ɛtt͡ʃasɲɛ/
předčí	/pr̝ɛttʃiː/
předčí	/pr̝̊ɛtt͡ʃiː/
předělávek	/pr̝̊ɛɟɛlaːvɛk/
předělávka	/pr̝̊ɛɟɛlaːfka/
předělávku	/pr̝̊ɛɟɛlaːfkʊ/
předřazený	/pr̝ɛdr̝azɛniː/
předřazený	/ˈpr̝̊ɛdr̝azɛniː/
předškolní	/pr̝ɛdʃkolɲiː/
předškolní	/pr̝̊ɛdʃkɔlɲiː/
přefiknout	/pr̝ɛfɪknout/
přefiknout	/ˈpr̝̊ɛfɪknɔʊ̯t/
přehazovačka	/pr̝̊ɛɦazɔvat͡ʃka/
přeherodesovat	/pr̝ɛɦɛrodɛsovat/
přeherodesovat	/pr̝̊ɛɦɛrɔdɛsɔvat/
přehlasovala	/pr̝ɛɦlasovala/
přehlasovala	/ˈpr̝̊ɛɦlasɔvala/
přehlasování	/pr̝̊ɛɦlasɔvaːɲiː/
přehlasují	/pr̝ɛɦlasujiː/
přehlasují	/pr̝̊ɛɦlasʊjiː/
přehled	/ˈpr̝̊ɛɦlɛt/
přehledný	/ˈpr̝̊ɛɦlɛdniː/
přehlédnout	/pr̝ɛɦlɛːdnout/
přehlédnout	/pr̝̊ɛɦlɛːdnɔʊ̯t/
přehlídka	/pr̝̊ɛɦliːtka/
přehmat	/pr̝̊ɛɦmat/
přehnaná	/pr̝̊ɛɦnanaː/
přehnaný	/pr̝ɛɦnaniː/
přehnaný	/pr̝̊ɛɦnaniː/
přehnaně	/pr̝̊ɛɦnaɲɛ/
přehnat	/pr̝̊ɛhnat/
přehodnocují	/pr̝̊ɛɦɔdnɔt͡sʊjiː/
přehodnotit	/pr̝ɛɦodnocɪt/
přehodnotit	/pr̝̊ɛɦɔdnɔcɪt/
přehodnotiti	/pr̝ɛɦodnocɪcɪ/
přehodnotiti	/pr̝̊ɛɦɔdnɔcɪcɪ/
přehrad	/pr̝ɛɦrat/
přehrad	/pr̝̊ɛɦrat/
přehrada	/pr̝ɛɦrada/
přehrada	/ˈpr̝̊ɛɦrada/
přehradní	/pr̝ɛɦradɲiː/
přehradní	/pr̝̊ɛɦradɲiː/
přehradním	/pr̝ɛɦradɲiːm/
přehradním	/pr̝̊ɛɦradɲiːm/
přehradou	/pr̝ɛɦradou/
přehradou	/pr̝̊ɛɦradɔʊ̯/
přehrady	/pr̝ɛɦradɪ/
přehrady	/pr̝̊ɛɦradɪ/
přehrávání	/ˈpr̝̊ɛɦraːvaːɲiː/
přehršel	/pr̝ɛɦrʃɛl/
přehršel	/pr̝ɛɦr̩ʃɛl/
přehršle	/pr̝ɛɦr̩ʃlɛ/
přeháním	/pr̝ɛɦaːɲiːm/
přeháním	/pr̝̊ɛɦaːɲiːm/
přehánět	/pr̝ɛɦaːɲɛt/
přehánět	/pr̝̊ɛhaːɲɛt/
přeháňka	/pr̝ɛɦaːɲka/
přeháňka	/pr̝̊ɛɦaːɲka/
přejeden	/ˈpr̝̊ɛ.jɛ.dɛn/
přejedený	/pr̝ɛjɛdɛniː/
přejedený	/ˈpr̝̊ɛ.jɛdɛniː/
přejel	/pr̝ɛjɛl/
přejel	/pr̝̊ɛjɛl/
přejelo	/pr̝ɛjɛlo/
přejelo	/pr̝̊ɛjɛlɔ/
přejeme	/pr̝̊ɛjɛmɛ/
přejet	/ˈpr̝̊ɛjɛt/
přejezdu	/pr̝ɛjɛzdu/
přejezdu	/pr̝̊ɛjɛzdʊ/
přeji	/ˈpr̝̊ɛ.jɪ/
přeju	/ˈpr̝̊ɛ.jʊ/
přejíc	/pr̝ɛjiːts/
přejíc	/pr̝̊ɛjiːt͡s/
přejíce	/pr̝ɛjiːtsɛ/
přejíce	/ˈpr̝̊ɛ.jiː.t͡sɛ/
přejícně	/ˈpr̝̊ɛ.jiː.t͡sɲɛ/
přejímka	/pr̝ɛjiːmka/
přejímka	/pr̝̊ɛjiːmka/
přejít	/pr̝ɛjiːt/
přejít	/pr̝̊ɛjiːt/
překazit	/pr̝ɛkazɪt/
překazit	/pr̝̊ɛkazɪt/
překlad	/pr̝ɛklat/
překlad	/pr̝̊ɛklat/
překladatel	/pr̝ɛkladatɛl/
překladatel	/pr̝̊ɛkladatɛl/
překladač	/pr̝ɛkladatʃ/
překladač	/ˈpr̝̊ɛkladat͡ʃ/
překladiště	/pr̝ɛklaɟɪʃcɛ/
překladiště	/ˈpr̝̊ɛ.klaɟɪʃcɛ/
překlenout	/pr̝ɛklɛnout/
překlenout	/ˈpr̝̊ɛklɛnɔʊ̯t/
překlep	/pr̝ɛklɛp/
překlep	/pr̝̊ɛklɛp/
překližce	/pr̝ɛklɪʃtsɛ/
překližce	/pr̝̊ɛ.klɪʃ.t͡sɛ/
překližka	/ˈpr̝ɛklɪʃka/
překládat	/pr̝ɛklaːdat/
překládat	/ˈpr̝̊ɛklaːdat/
překonané	/pr̝ɛkonanɛː/
překonané	/pr̝̊ɛkɔnanɛː/
překonat	/pr̝̊ɛkɔnat/
překonejme	/pr̝ɛkonɛjmɛ/
překonejme	/ˈpr̝̊ɛkɔnɛjmɛ/
překontrolovával	/pr̝ɛkontrolovaːval/
překontrolovával	/pr̝̊ɛkɔntrɔlɔvaːval/
překonán	/pr̝ɛkonaːn/
překonán	/pr̝̊ɛkɔnaːn/
překonány	/pr̝ɛkonaːnɪ/
překonány	/pr̝̊ɛkɔnaːnɪ/
překonání	/pr̝̊ɛkɔnaːɲiː/
překračoval	/pr̝ɛkratʃoval/
překračoval	/pr̝̊ɛkrat͡ʃoval/
překračovat	/pr̝ɛkratʃovat/
překračovat	/pr̝̊ɛkrat͡ʃɔvat/
překračují	/ˈpr̝̊ɛkrat͡ʃʊjiː/
překrmil	/pr̝ɛkrmɪl/
překrmil	/pr̝̊ɛkr̩mɪl/
překročil	/pr̝ɛkrotʃɪl/
překročil	/pr̝̊ɛkrɔt͡ʃɪl/
překročili	/pr̝ɛkrotʃɪlɪ/
překročili	/pr̝̊ɛkrɔt͡ʃɪlɪ/
překročily	/pr̝ɛkrotʃɪlɪ/
překročily	/pr̝̊ɛkrɔt͡ʃɪlɪ/
překročit	/pr̝ɛkrotʃɪt/
překročit	/pr̝̊ɛkrɔt͡ʃɪt/
překročiv	/pr̝ɛkrotʃɪf/
překročiv	/pr̝̊ɛkrɔt͡ʃɪf/
překročí	/pr̝ɛkrotʃiː/
překročí	/pr̝̊ɛkrɔt͡ʃiː/
překrucovat	/pr̝̊ɛkrʊt͡sɔvat/
překrucování	/pr̝̊ɛkrʊt͡sɔvaːɲiː/
překrucováních	/pr̝̊ɛkrʊt͡sɔvaːɲiːx/
překrucováním	/pr̝̊ɛkrʊt͡sɔvaːɲiːm/
překrucováními	/pr̝̊ɛkrʊt͡sɔvaːɲiːmɪ/
překryla	/pr̝̊ɛkrɪla/
překrývám	/pr̝ɛkriːvaːm/
překrývám	/pr̝̊ɛkriːvaːm/
překvalifikoval	/pr̝ɛkvalɪfɪkoval/
překvalifikoval	/pr̝̊ɛkvalɪfɪkɔval/
překvapení	/pr̝ɛkvapɛɲiː/
překvapení	/ˈpr̝̊ɛkvapɛɲiː/
překvapený	/ˈpr̝̊ɛkvapɛniː/
překvapilo	/pr̝ɛkvapɪlo/
překvapilo	/pr̝̊ɛkvapɪlɔ/
překvapit	/pr̝ɛkvapɪt/
překvapit	/ˈpr̝̊ɛkvapɪt/
překvapivý	/pr̝̊ɛkvapɪviː/
překvapující	/ˈpr̝̊ɛ.kva.pʊ.jiː.t͡siː/
překážejí	/pr̝ɛkaːʒɛjiː/
překážejí	/pr̝̊ɛkaːʒɛjiː/
překážek	/pr̝ɛkaːʒɛk/
překážek	/pr̝̊ɛkaːʒɛk/
překážet	/pr̝ɛkaːʒɛt/
překážet	/pr̝̊ɛkaːʒɛt/
překážka	/pr̝ɛkaːʃka/
překážka	/pr̝̊ɛkaːʃka/
překážkář	/pr̝ɛkaːʃkaːr̝/
překážkář	/pr̝̊ɛkaːʃkaːr̝̊/
překážkářka	/pr̝ɛkaːʃkaːr̝ka/
překážkářka	/pr̝̊ɛkaːʃkaːr̝̊ka/
překážíme	/pr̝̊ɛkaːʒiːmɛ/
překřtít	/pr̝ɛkr̝ciːt/
překřtít	/ˈpr̝̊ɛkr̝̊ciːt/
